[17:26:24.593] INFO: ShaderBench version 18.12.1720923 Release starts on Mon Dec 17 17:26:24 2018.
[17:26:24.609] INFO: ReadJsonConfigFile: config file "ShaderBench.json" loaded, total 290 lines.
[17:26:24.609] INFO: ReadJsonConfigFile: config file "GpuInfo.json" loaded, total 92 lines.
[17:26:24.625] INFO: Command line: "D:\Rocky\shaderbench\18.12\Windows\shaderbench.exe".
[17:26:24.625] INFO: Working directory: "D:\Rocky\shaderbench\18.12\Windows".
[17:26:24.625] INFO: Environment variables:
                        EnvVariableName             CurrentSetting    UsageDescription
                        DisableOpenCLCapsQuery      1                 Don't initialize OpenCL when set (OpenCL is used to get some caps such as wave front size). Valid value: 0 or 1.
                        DisableSystemInfoLogging    1                 Don't query and output system information into log file when set (Save 3s launch time). Valid value: 0 or 1.
                        PrintGpuTimestamp           Not Set           Print GPU timestamp for individual cases when set. Valid value: 0 or 1.
[17:26:24.640] INFO: Parent Proccess: C:\Windows\System32\cmd.exe
[17:26:24.640] [COMMON] WARNING: System information will not be output, because environment variable DisableSystemInfoLogging is set to 1.
[17:26:24.671] INFO: Add test ShaderTest.
[17:26:24.671] INFO: There are 1 tests to run: ShaderTest.
[17:26:24.687] INFO: Starting 'ShaderTest' test (Start time: Mon Dec 17 17:26:24 2018, Description: Test shader compile and execution time).
[17:26:24.703] INFO: Parent Proccess: C:\Windows\System32\cmd.exe
[17:26:24.718] INFO: Parent Proccess: C:\Windows\System32\cmd.exe
[17:26:24.781] INFO: Parent Proccess: C:\Windows\System32\cmd.exe
[17:26:25.234] [GAL] INFO: A Vulkan device will be created on the adapter "13E9:00"(0x13E9).
[17:26:25.250] [COMMON] WARNING: OpenCL initialization is skipped, because environment variable DisableOpenCLCapsQuery is set to 1. Thus pre-defined default values will be used for some caps.
[17:26:25.250] INFO: GpuInfo: vendor='AMD', deviceID=0x13E9, architecture='gfx10', initialized.
[17:26:25.859] [GAL] INFO: GPU timestamp frequency on Vulkan API: 100MHz.
[17:26:25.891] [TEST] INFO: To defeat shader cache, SPIRV's 3rd DWORD, which is the SPIRV generator's magic number and doesn't impact the shader contents, will be modified to a unique value each time vkCreateShaderModule is called. This message is printed only once.
[17:26:33.157] [GAL] WARNING: Present fails.
[17:26:33.204] [GAL] WARNING: Present fails.
[17:26:33.266] [GAL] WARNING: Present fails.
[17:26:33.313] [GAL] WARNING: Present fails.
[17:26:33.360] [GAL] WARNING: Present fails.
[17:26:40.532] [GAL] WARNING: Present fails.
[17:26:40.595] [GAL] WARNING: Present fails.
[17:26:40.642] [GAL] WARNING: Present fails.
[17:26:40.688] [GAL] WARNING: Present fails.
[17:26:40.735] [GAL] WARNING: Present fails.
[17:26:40.785] [GAL] WARNING: Present fails.
[17:26:40.832] [GAL] WARNING: Present fails.
[17:26:40.879] [GAL] WARNING: Present fails.
[17:26:40.925] [GAL] WARNING: Present fails.
[17:26:40.972] [GAL] WARNING: Present fails.
